Date,ret,RM-Rf,SMB,HML,RMW,CMA,Lag1,Lag2,Lag3,Lag4,Lag5
1/22/2018,0.788990731,0.77,-0.36,-0.16,-0.53,0.22,0.515511265,-0.174460024,0.917547196,-0.442298115,0.583096915
1/23/2018,0.247848849,0.22,0.07,-0.35,-0.4,-0.26,0.788990731,0.515511265,-0.174460024,0.917547196,-0.442298115
1/24/2018,-0.096328396,-0.13,-0.75,0.44,0,0.1,0.247848849,0.788990731,0.515511265,-0.174460024,0.917547196
1/25/2018,0.041312586,0.07,0.13,-0.5,0.17,-0.2,-0.096328396,0.247848849,0.788990731,0.515511265,-0.174460024
1/26/2018,1.040402265,1.11,-0.62,-0.52,0.3,-0.15,0.041312586,-0.096328396,0.247848849,0.788990731,0.515511265
1/29/2018,-0.655847421,-0.62,-0.02,-0.28,0.17,-0.4,1.040402265,0.041312586,-0.096328396,0.247848849,0.788990731
1/30/2018,-1.047261936,-1.06,0.12,-0.22,0.38,-0.41,-0.655847421,1.040402265,0.041312586,-0.096328396,0.247848849
1/31/2018,0.034612606,-0.07,-0.68,0.12,0.09,-0.03,-1.047261936,-0.655847421,1.040402265,0.041312586,-0.096328396
2/1/2018,-0.04155002,0.03,0.12,0.54,-0.53,0.01,0.034612606,-1.047261936,-0.655847421,1.040402265,0.041312586
2/2/2018,-2.149412293,-2.13,0.01,-0.28,0.6,-0.51,-0.04155002,0.034612606,-1.047261936,-0.655847421,1.040402265
2/5/2018,-4.014390921,-4.03,0.66,-0.58,0.16,-0.07,-2.149412293,-0.04155002,0.034612606,-1.047261936,-0.655847421
2/6/2018,1.62224838,1.67,-0.47,-0.17,0.06,-0.02,-4.014390921,-2.149412293,-0.04155002,0.034612606,-1.047261936
2/7/2018,-0.443162595,-0.37,0.61,0.2,0.33,0.23,1.62224838,-4.014390921,-2.149412293,-0.04155002,0.034612606
2/8/2018,-3.662914083,-3.68,0.79,0.5,0.42,-0.05,-0.443162595,1.62224838,-4.014390921,-2.149412293,-0.04155002
2/9/2018,1.365145026,1.36,-0.57,0.14,0.18,-0.34,-3.662914083,-0.443162595,1.62224838,-4.014390921,-2.149412293
2/12/2018,1.324730953,1.36,-0.46,-0.28,-0.25,-0.09,1.365145026,-3.662914083,-0.443162595,1.62224838,-4.014390921
2/13/2018,0.315636258,0.31,0.13,-0.24,0.21,-0.1,1.324730953,1.365145026,-3.662914083,-0.443162595,1.62224838
2/14/2018,1.39007753,1.52,0.28,0.48,-0.65,-0.04,0.315636258,1.324730953,1.365145026,-3.662914083,-0.443162595
2/15/2018,1.214036016,1.21,-0.16,-0.63,0.2,-0.33,1.39007753,0.315636258,1.324730953,1.365145026,-3.662914083
2/16/2018,0.042842835,0.03,0.36,0.15,0.03,0.05,1.214036016,1.39007753,0.315636258,1.324730953,1.365145026
2/20/2018,-0.601319359,-0.62,-0.34,-0.23,-0.26,-0.14,0.042842835,1.214036016,1.39007753,0.315636258,1.324730953
2/21/2018,-0.46782477,-0.43,0.79,0.21,0.07,-0.19,-0.601319359,0.042842835,1.214036016,1.39007753,0.315636258
2/22/2018,0.064891555,0.01,-0.05,-0.42,0.13,0.48,-0.46782477,-0.601319359,0.042842835,1.214036016,1.39007753
2/23/2018,1.538118483,1.54,-0.38,-0.14,-0.17,-0.06,0.064891555,-0.46782477,-0.601319359,0.042842835,1.214036016
2/26/2018,1.045183812,1.12,-0.47,-0.05,-0.15,-0.24,1.538118483,0.064891555,-0.46782477,-0.601319359,0.042842835
2/27/2018,-1.265498143,-1.25,-0.2,0.02,-0.08,-0.06,1.045183812,1.538118483,0.064891555,-0.46782477,-0.601319359
2/28/2018,-1.108946324,-1.1,-0.42,-0.3,0.21,-0.27,-1.265498143,1.045183812,1.538118483,0.064891555,-0.46782477
3/1/2018,-1.194159787,-1.18,0.96,-0.03,-0.25,0.05,-1.108946324,-1.265498143,1.045183812,1.538118483,0.064891555
3/2/2018,0.645909577,0.7,1.12,-0.48,-0.39,-0.34,-1.194159787,-1.108946324,-1.265498143,1.045183812,1.538118483
3/5/2018,1.122150753,1.06,-0.4,0.24,-0.6,0.09,0.645909577,-1.194159787,-1.108946324,-1.265498143,1.045183812
3/6/2018,0.364146383,0.36,0.68,0.11,0.22,-0.02,1.122150753,0.645909577,-1.194159787,-1.108946324,-1.265498143
3/7/2018,0.085485827,0.05,0.76,-0.43,-0.05,-0.3,0.364146383,1.122150753,0.645909577,-1.194159787,-1.108946324
3/8/2018,0.37672843,0.37,-0.57,-0.35,0.01,-0.18,0.085485827,0.364146383,1.122150753,0.645909577,-1.194159787
3/9/2018,1.646378947,1.7,-0.2,0.27,-0.25,0.01,0.37672843,0.085485827,0.364146383,1.122150753,0.645909577
3/12/2018,-0.055841128,-0.09,0.44,-0.07,-0.35,-0.23,1.646378947,0.37672843,0.085485827,0.364146383,1.122150753
3/13/2018,-0.623368886,-0.67,0.09,0.02,0.47,0,-0.055841128,1.646378947,0.37672843,0.085485827,0.364146383
3/14/2018,-0.507139307,-0.53,0.15,-0.56,-0.12,-0.38,-0.623368886,-0.055841128,1.646378947,0.37672843,0.085485827
3/15/2018,-0.134280964,-0.18,-0.38,0.32,0.13,-0.11,-0.507139307,-0.623368886,-0.055841128,1.646378947,0.37672843
3/16/2018,0.169582559,0.25,0.46,0.16,0.06,0.28,-0.134280964,-0.507139307,-0.623368886,-0.055841128,1.646378947
3/19/2018,-1.29310765,-1.38,0.4,0.4,0.32,0.1,0.169582559,-0.134280964,-0.507139307,-0.623368886,-0.055841128
3/20/2018,0.150067156,0.15,-0.12,-0.36,-0.02,-0.06,-1.29310765,0.169582559,-0.134280964,-0.507139307,-0.623368886
3/21/2018,-0.085730095,-0.06,0.69,0.45,-1.08,0.87,0.150067156,-1.29310765,0.169582559,-0.134280964,-0.507139307
3/22/2018,-2.480166861,-2.54,0.4,-0.48,0.22,0.01,-0.085730095,0.150067156,-1.29310765,0.169582559,-0.134280964
3/23/2018,-2.118641942,-2.09,0.1,-0.22,0.13,0.77,-2.480166861,-0.085730095,0.150067156,-1.29310765,0.169582559
3/26/2018,2.602904348,2.67,-0.62,0.02,0.01,-0.61,-2.118641942,-2.480166861,-0.085730095,0.150067156,-1.29310765
3/27/2018,-1.787334581,-1.87,-0.22,0.36,0.78,0.53,2.602904348,-2.118641942,-2.480166861,-0.085730095,0.150067156
3/28/2018,-0.231274275,-0.35,0.2,0.63,0.75,-0.09,-1.787334581,2.602904348,-2.118641942,-2.480166861,-0.085730095
3/29/2018,1.365007462,1.41,-0.31,-0.22,-0.37,-0.16,-0.231274275,-1.787334581,2.602904348,-2.118641942,-2.480166861
4/2/2018,-2.303046929,-2.29,-0.08,0.37,0.16,-0.06,1.365007462,-0.231274275,-1.787334581,2.602904348,-2.118641942
4/3/2018,1.236359994,1.24,-0.03,0.18,0.26,0.17,-2.303046929,1.365007462,-0.231274275,-1.787334581,2.602904348
4/4/2018,1.11823779,1.17,0.34,-0.31,0.06,-0.12,1.236359994,-2.303046929,1.365007462,-0.231274275,-1.787334581
4/5/2018,0.697195409,0.75,0.05,0.47,0.1,0.27,1.11823779,1.236359994,-2.303046929,1.365007462,-0.231274275
4/6/2018,-2.121223253,-2.19,0.37,-0.06,0.14,-0.04,0.697195409,1.11823779,1.236359994,-2.303046929,1.365007462
4/9/2018,0.335610017,0.3,-0.24,-0.51,-0.75,-0.27,-2.121223253,0.697195409,1.11823779,1.236359994,-2.303046929
4/10/2018,1.609969057,1.77,0.32,-0.12,-0.84,0.54,0.335610017,-2.121223253,0.697195409,1.11823779,1.236359994
4/11/2018,-0.462648819,-0.49,0.79,-0.31,-0.61,0.3,1.609969057,0.335610017,-2.121223253,0.697195409,1.11823779
4/12/2018,0.806345803,0.84,-0.17,0.19,-0.22,0.08,-0.462648819,1.609969057,0.335610017,-2.121223253,0.697195409
4/13/2018,-0.285130465,-0.37,-0.11,-0.25,-0.07,0.2,0.806345803,-0.462648819,1.609969057,0.335610017,-2.121223253
4/16/2018,0.83118953,0.82,0.15,-0.03,0.8,0.03,-0.285130465,0.806345803,-0.462648819,1.609969057,0.335610017
4/17/2018,1.047384261,1.09,0.01,-1.17,-0.24,-0.4,0.83118953,-0.285130465,0.806345803,-0.462648819,1.609969057
4/18/2018,0.136411432,0.13,0.21,0.02,-0.28,0.49,1.047384261,0.83118953,-0.285130465,0.806345803,-0.462648819
4/19/2018,-0.54682407,-0.49,-0.3,1.08,-0.47,0.06,0.136411432,1.047384261,0.83118953,-0.285130465,0.806345803
4/20/2018,-0.796830218,-0.81,0.09,0.58,-0.54,0.28,-0.54682407,0.136411432,1.047384261,0.83118953,-0.285130465
4/23/2018,-0.036351839,-0.05,-0.07,0.18,0.31,0.1,-0.796830218,-0.54682407,0.136411432,1.047384261,0.83118953
4/24/2018,-1.207714927,-1.3,0.65,1.01,0.05,0.1,-0.036351839,-0.796830218,-0.54682407,0.136411432,1.047384261
4/25/2018,0.110406213,0.1,-0.29,0.04,0.43,0.13,-1.207714927,-0.036351839,-0.796830218,-0.54682407,0.136411432
4/26/2018,0.944369099,0.96,-0.54,-0.84,-0.52,-0.41,0.110406213,-1.207714927,-0.036351839,-0.796830218,-0.54682407
4/27/2018,0.065586135,0.01,-0.26,0.04,0.6,0.1,0.944369099,0.110406213,-1.207714927,-0.036351839,-0.796830218
4/30/2018,-0.730827637,-0.8,-0.06,-0.09,-0.42,-0.06,0.065586135,0.944369099,0.110406213,-1.207714927,-0.036351839
5/1/2018,0.153875557,0.24,0.26,-0.52,-0.05,-0.95,-0.730827637,0.065586135,0.944369099,0.110406213,-1.207714927
5/2/2018,-0.580234366,-0.63,1.25,-0.35,0.03,0.03,0.153875557,-0.730827637,0.065586135,0.944369099,0.110406213
5/3/2018,-0.272952409,-0.25,-0.6,-0.14,0.05,-0.12,-0.580234366,0.153875557,-0.730827637,0.065586135,0.944369099
5/4/2018,1.284388208,1.3,-0.01,-0.19,-0.42,0.01,-0.272952409,-0.580234366,0.153875557,-0.730827637,0.065586135
5/7/2018,0.436569108,0.42,0.37,-0.33,-0.53,-0.22,1.284388208,-0.272952409,-0.580234366,0.153875557,-0.730827637
5/8/2018,0.036313455,0.07,0.52,0.25,-0.26,0.09,0.436569108,1.284388208,-0.272952409,-0.580234366,0.153875557
5/9/2018,0.939086838,0.89,-0.29,0.25,-0.88,0.13,0.036313455,0.436569108,1.284388208,-0.272952409,-0.580234366
5/10/2018,0.866280924,0.84,-0.36,-0.04,0.26,-0.33,0.939086838,0.036313455,0.436569108,1.284388208,-0.272952409
5/11/2018,0.199373633,0.19,0.13,-0.38,0.24,0.11,0.866280924,0.939086838,0.036313455,0.436569108,1.284388208
5/14/2018,0.049790053,0.05,-0.3,0.11,-0.2,0.49,0.199373633,0.866280924,0.939086838,0.036313455,0.436569108
5/15/2018,-0.606223066,-0.55,0.71,0.41,-0.07,0.37,0.049790053,0.199373633,0.866280924,0.939086838,0.036313455
5/16/2018,0.485269982,0.5,0.69,-0.26,0.36,0.06,-0.606223066,0.049790053,0.199373633,0.866280924,0.939086838
5/17/2018,0.028459941,0.02,0.85,0.28,-0.35,0.43,0.485269982,-0.606223066,0.049790053,0.199373633,0.866280924
5/18/2018,-0.22087166,-0.23,0.45,-0.61,0.11,-0.18,0.028459941,0.485269982,-0.606223066,0.049790053,0.199373633
5/21/2018,0.746159267,0.72,-0.19,0.42,0.17,0.11,-0.22087166,0.028459941,0.485269982,-0.606223066,0.049790053
5/22/2018,-0.368828144,-0.42,-0.65,0.61,-0.32,-0.41,0.746159267,-0.22087166,0.028459941,0.485269982,-0.606223066
5/23/2018,0.262572075,0.29,-0.06,-0.69,0,-0.32,-0.368828144,0.746159267,-0.22087166,0.028459941,0.485269982
5/24/2018,-0.163164589,-0.16,0.34,-0.35,0.5,0.11,0.262572075,-0.368828144,0.746159267,-0.22087166,0.028459941
5/25/2018,-0.191830115,-0.21,0.25,-0.39,0.55,-0.58,-0.163164589,0.262572075,-0.368828144,0.746159267,-0.22087166
5/29/2018,-0.993533135,-1.03,1.11,-1.02,0.19,-0.01,-0.191830115,-0.163164589,0.262572075,-0.368828144,0.746159267
5/30/2018,1.284718001,1.31,0.04,0.37,-0.72,0.18,-0.993533135,-0.191830115,-0.163164589,0.262572075,-0.368828144
5/31/2018,-0.690267883,-0.7,0.06,-0.41,-0.52,-0.11,1.284718001,-0.993533135,-0.191830115,-0.163164589,0.262572075
6/1/2018,1.03714893,1.06,-0.21,-0.11,-0.06,-0.16,-0.690267883,1.284718001,-0.993533135,-0.191830115,-0.163164589
6/4/2018,0.46536346,0.48,0.17,-0.46,1.03,-0.42,1.03714893,-0.690267883,1.284718001,-0.993533135,-0.191830115
6/5/2018,0.147592919,0.16,0.79,-0.44,0.22,0.16,0.46536346,1.03714893,-0.690267883,1.284718001,-0.993533135
6/6/2018,0.881136331,0.86,-0.28,0.2,-0.02,0.17,0.147592919,0.46536346,1.03714893,-0.690267883,1.284718001
6/7/2018,-0.146308307,-0.14,-0.25,0.93,0.17,0.59,0.881136331,0.147592919,0.46536346,1.03714893,-0.690267883
6/8/2018,0.341061293,0.31,0.04,-0.41,0.25,-0.19,-0.146308307,0.881136331,0.147592919,0.46536346,1.03714893
6/11/2018,0.145822321,0.12,0.15,-0.17,0.21,0.24,0.341061293,-0.146308307,0.881136331,0.147592919,0.46536346
6/12/2018,0.207940696,0.23,0.18,-0.63,0.08,-0.14,0.145822321,0.341061293,-0.146308307,0.881136331,0.147592919
6/13/2018,-0.374571299,-0.33,0.04,-0.19,-0.52,-0.19,0.207940696,0.145822321,0.341061293,-0.146308307,0.881136331
6/14/2018,0.284511173,0.27,0.22,-0.99,-0.01,-0.6,-0.374571299,0.207940696,0.145822321,0.341061293,-0.146308307
6/15/2018,-0.097061206,-0.08,0.13,-0.25,0.65,-0.22,0.284511173,-0.374571299,0.207940696,0.145822321,0.341061293
6/18/2018,-0.111055967,-0.09,0.73,0.07,-0.42,0.08,-0.097061206,0.284511173,-0.374571299,0.207940696,0.145822321
6/19/2018,-0.3339202,-0.38,0.53,-0.14,-0.23,-0.46,-0.111055967,-0.097061206,0.284511173,-0.374571299,0.207940696
6/20/2018,0.229676794,0.23,0.66,-0.5,-0.14,0.11,-0.3339202,-0.111055967,-0.097061206,0.284511173,-0.374571299
6/21/2018,-0.690630172,-0.73,-0.56,0.34,0.43,0,0.229676794,-0.3339202,-0.111055967,-0.097061206,0.284511173
6/22/2018,0.142605624,0.11,-0.08,0.46,-0.52,0.92,-0.690630172,0.229676794,-0.3339202,-0.111055967,-0.097061206
6/25/2018,-1.413947839,-1.48,-0.45,0.56,0.63,-0.02,0.142605624,-0.690630172,0.229676794,-0.3339202,-0.111055967
6/26/2018,0.227569955,0.27,0.5,-0.24,-0.49,0.13,-1.413947839,0.142605624,-0.690630172,0.229676794,-0.3339202
6/27/2018,-0.934954582,-1.02,-1.01,0.37,-0.07,0.47,0.227569955,-1.413947839,0.142605624,-0.690630172,0.229676794
6/28/2018,0.621914087,0.58,-0.2,-0.5,-0.17,-0.5,-0.934954582,0.227569955,-1.413947839,0.142605624,-0.690630172
6/29/2018,0.071220598,0.07,-0.24,-0.23,-0.25,0,0.621914087,-0.934954582,0.227569955,-1.413947839,0.142605624
7/2/2018,0.241819897,0.36,0.45,-0.25,-0.07,-0.55,0.071220598,0.621914087,-0.934954582,0.227569955,-1.413947839
7/3/2018,-0.256071117,-0.44,0.77,-0.02,-0.3,0.46,0.241819897,0.071220598,0.621914087,-0.934954582,0.227569955
7/5/2018,0.843953061,0.87,0.41,-0.42,0.33,-0.16,-0.256071117,0.241819897,0.071220598,0.621914087,-0.934954582
7/6/2018,0.836879682,0.88,-0.02,-0.31,-0.24,-0.13,0.843953061,-0.256071117,0.241819897,0.071220598,0.621914087
7/9/2018,0.906310729,0.93,-0.31,0.86,0.01,-0.23,0.836879682,0.843953061,-0.256071117,0.241819897,0.071220598
7/10/2018,0.256438401,0.21,-0.83,-0.17,0.12,0.27,0.906310729,0.836879682,0.843953061,-0.256071117,0.241819897
7/11/2018,-0.715515175,-0.69,-0.06,-0.46,-0.11,-0.29,0.256438401,0.906310729,0.836879682,0.843953061,-0.256071117
7/12/2018,0.8192988,0.86,-0.44,-1.14,-0.05,-0.47,-0.715515175,0.256438401,0.906310729,0.836879682,0.843953061
7/13/2018,0.06226065,0.08,-0.18,-0.3,0.34,0.18,0.8192988,-0.715515175,0.256438401,0.906310729,0.836879682
7/16/2018,-0.159122942,-0.16,-0.61,0.97,-0.21,-0.15,0.06226065,0.8192988,-0.715515175,0.256438401,0.906310729
7/17/2018,0.455824197,0.48,0.16,-0.75,0.12,-0.24,-0.159122942,0.06226065,0.8192988,-0.715515175,0.256438401
7/18/2018,0.220239609,0.27,-0.14,0.67,-0.16,-0.17,0.455824197,-0.159122942,0.06226065,0.8192988,-0.715515175
7/19/2018,-0.240920079,-0.34,0.92,-0.36,0.13,0.05,0.220239609,0.455824197,-0.159122942,0.06226065,0.8192988
7/20/2018,-0.179335082,-0.1,-0.17,0.12,0.11,-0.21,-0.240920079,0.220239609,0.455824197,-0.159122942,0.06226065
7/23/2018,0.15866128,0.15,-0.19,0.54,-0.23,-0.17,-0.179335082,-0.240920079,0.220239609,0.455824197,-0.159122942
7/24/2018,0.220353176,0.22,-1.33,0.38,0.49,0.07,0.15866128,-0.179335082,-0.240920079,0.220239609,0.455824197
7/25/2018,0.849250511,0.83,-0.59,-1.06,0.08,-0.37,0.220353176,0.15866128,-0.179335082,-0.240920079,0.220239609
7/26/2018,-0.163823726,-0.2,0.73,0.56,-0.02,0.58,0.849250511,0.220353176,0.15866128,-0.179335082,-0.240920079
7/27/2018,-0.802421592,-0.82,-1.2,1.06,0.52,0.49,-0.163823726,0.849250511,0.220353176,0.15866128,-0.179335082
7/30/2018,-0.656334301,-0.7,0.01,1.57,0.32,1.01,-0.802421592,-0.163823726,0.849250511,0.220353176,0.15866128
7/31/2018,0.566759185,0.51,0.73,-1.11,0.28,0.26,-0.656334301,-0.802421592,-0.163823726,0.849250511,0.220353176
8/1/2018,-0.117236875,-0.13,0,-0.19,-0.2,-0.78,0.566759185,-0.656334301,-0.802421592,-0.163823726,0.849250511
8/2/2018,0.591705824,0.67,0.18,-0.67,-0.01,-0.58,-0.117236875,0.566759185,-0.656334301,-0.802421592,-0.163823726
8/3/2018,0.335548432,0.31,-0.93,0.51,0.63,0.34,0.591705824,-0.117236875,0.566759185,-0.656334301,-0.802421592
8/6/2018,0.450205659,0.46,0.22,-0.33,-0.3,-0.22,0.335548432,0.591705824,-0.117236875,0.566759185,-0.656334301
8/7/2018,0.326144439,0.29,-0.02,-0.16,-0.31,-0.15,0.450205659,0.335548432,0.591705824,-0.117236875,0.566759185
8/8/2018,-0.095032314,-0.04,-0.11,0.26,-0.03,-0.08,0.326144439,0.450205659,0.335548432,0.591705824,-0.117236875
8/9/2018,-0.067912338,-0.05,0.34,-0.36,0.02,-0.24,-0.095032314,0.326144439,0.450205659,0.335548432,0.591705824
8/10/2018,-0.627087629,-0.6,0.3,-0.21,-0.26,0.21,-0.067912338,-0.095032314,0.326144439,0.450205659,0.335548432
8/13/2018,-0.383654606,-0.46,-0.21,-0.3,0.31,0.04,-0.627087629,-0.067912338,-0.095032314,0.326144439,0.450205659
8/14/2018,0.656775742,0.69,0.3,0.21,0.34,0.16,-0.383654606,-0.627087629,-0.067912338,-0.095032314,0.326144439
8/15/2018,-0.794142918,-0.91,-0.51,-0.12,0.62,-0.09,0.656775742,-0.383654606,-0.627087629,-0.067912338,-0.095032314
8/16/2018,0.780507017,0.86,-0.04,0.26,-0.08,0.39,-0.794142918,0.656775742,-0.383654606,-0.627087629,-0.067912338
8/17/2018,0.367602393,0.3,0.13,0.02,0.22,0.19,0.780507017,-0.794142918,0.656775742,-0.383654606,-0.627087629
8/20/2018,0.190071034,0.25,0.15,0.14,0.1,0.12,0.367602393,0.780507017,-0.794142918,0.656775742,-0.383654606
8/21/2018,0.372306608,0.33,0.92,0.12,-0.22,-0.23,0.190071034,0.367602393,0.780507017,-0.794142918,0.656775742
8/22/2018,0.033782232,0.05,0.29,-0.35,-0.51,-0.27,0.372306608,0.190071034,0.367602393,0.780507017,-0.794142918
8/23/2018,-0.196087546,-0.19,-0.11,-0.33,0,-0.19,0.033782232,0.372306608,0.190071034,0.367602393,0.780507017
8/24/2018,0.620732,0.62,-0.09,-0.57,-0.29,-0.2,-0.196087546,0.033782232,0.372306608,0.190071034,0.367602393
8/27/2018,0.71707837,0.74,-0.62,-0.17,-0.2,-0.37,0.620732,-0.196087546,0.033782232,0.372306608,0.190071034
8/28/2018,0.060070564,-0.01,-0.12,-0.28,0.11,-0.05,0.71707837,0.620732,-0.196087546,0.033782232,0.372306608
8/29/2018,0.525859533,0.56,-0.14,-0.57,-0.14,-0.28,0.060070564,0.71707837,0.620732,-0.196087546,0.033782232
8/30/2018,-0.412448776,-0.41,0.23,-0.42,-0.22,-0.13,0.525859533,0.060070564,0.71707837,0.620732,-0.196087546
8/31/2018,0.03997083,0.08,0.45,-0.39,0.15,-0.13,-0.412448776,0.525859533,0.060070564,0.71707837,0.620732
9/4/2018,-0.140037786,-0.11,-0.34,0,-0.05,-0.16,0.03997083,-0.412448776,0.525859533,0.060070564,0.71707837
9/5/2018,-0.327486419,-0.41,-0.03,0.66,0.45,0.61,-0.140037786,0.03997083,-0.412448776,0.525859533,0.060070564
9/6/2018,-0.301725879,-0.44,-0.36,-0.24,0.41,0.33,-0.327486419,-0.140037786,0.03997083,-0.412448776,0.525859533
9/7/2018,-0.2285599,-0.18,0.07,-0.21,0.03,0.04,-0.301725879,-0.327486419,-0.140037786,0.03997083,-0.412448776
9/10/2018,0.215120493,0.23,0.08,-0.37,0.06,-0.24,-0.2285599,-0.301725879,-0.327486419,-0.140037786,0.03997083
9/11/2018,0.335243288,0.37,-0.34,-0.24,-0.12,-0.42,0.215120493,-0.2285599,-0.301725879,-0.327486419,-0.140037786
9/12/2018,0.006703107,0.03,-0.12,-0.22,0.04,0.54,0.335243288,0.215120493,-0.2285599,-0.301725879,-0.327486419
9/13/2018,0.500717334,0.45,-0.49,-0.41,0.04,-0.04,0.006703107,0.335243288,0.215120493,-0.2285599,-0.301725879
9/14/2018,0.07987828,0.12,0.31,0.25,-0.12,-0.06,0.500717334,0.006703107,0.335243288,0.215120493,-0.2285599
9/17/2018,-0.634186983,-0.71,-0.36,0.85,0.32,0.73,0.07987828,0.500717334,0.006703107,0.335243288,0.215120493
9/18/2018,0.534310475,0.57,0.03,-0.48,-0.24,-0.22,-0.634186983,0.07987828,0.500717334,0.006703107,0.335243288
9/19/2018,0.013318732,0.06,-0.5,1.28,-0.45,0,0.534310475,-0.634186983,0.07987828,0.500717334,0.006703107
9/20/2018,0.769623002,0.77,0.29,-0.22,0.08,-0.09,0.013318732,0.534310475,-0.634186983,0.07987828,0.500717334
9/21/2018,-0.099185069,-0.13,-0.43,0.3,0.26,0.64,0.769623002,0.013318732,0.534310475,-0.634186983,0.07987828
9/24/2018,-0.364509228,-0.31,-0.06,-0.91,-0.46,-0.3,-0.099185069,0.769623002,0.013318732,0.534310475,-0.634186983
9/25/2018,-0.053164253,-0.05,0.2,-0.38,-0.34,-0.07,-0.364509228,-0.099185069,0.769623002,0.013318732,0.534310475
9/26/2018,-0.38604931,-0.4,-0.48,-0.63,0.48,0.12,-0.053164253,-0.364509228,-0.099185069,0.769623002,0.013318732
9/27/2018,0.233169199,0.27,-0.33,-0.56,0.11,-0.33,-0.38604931,-0.053164253,-0.364509228,-0.099185069,0.769623002
9/28/2018,0.042739943,-0.03,0.34,-0.2,0.11,0.19,0.233169199,-0.38604931,-0.053164253,-0.364509228,-0.099185069
10/1/2018,0.153598568,0.16,-1.62,0.34,-0.13,0.03,0.042739943,0.233169199,-0.38604931,-0.053164253,-0.364509228
10/2/2018,-0.146884948,-0.21,-0.94,0.6,0.13,0.36,0.153598568,0.042739943,0.233169199,-0.38604931,-0.053164253
10/3/2018,0.133519848,0.2,0.88,0.5,-0.36,-0.21,-0.146884948,0.153598568,0.042739943,0.233169199,-0.38604931
10/4/2018,-0.851061462,-0.93,-0.8,1.57,0.13,0.77,0.133519848,-0.146884948,0.153598568,0.042739943,0.233169199
10/5/2018,-0.648154468,-0.64,-0.41,0.39,-0.38,0.41,-0.851061462,0.133519848,-0.146884948,0.153598568,0.042739943
10/8/2018,-0.074529476,-0.17,-0.23,1.22,0.52,0.66,-0.648154468,-0.851061462,0.133519848,-0.146884948,0.153598568
10/9/2018,-0.176446804,-0.18,-0.41,0.28,-0.51,0.22,-0.074529476,-0.648154468,-0.851061462,0.133519848,-0.146884948
10/10/2018,-3.236653853,-3.33,0.4,1.12,0.21,0.77,-0.176446804,-0.074529476,-0.648154468,-0.851061462,0.133519848
10/11/2018,-2.15531085,-1.96,0.38,-0.91,0.43,-0.54,-3.236653853,-0.176446804,-0.074529476,-0.648154468,-0.851061462
10/12/2018,1.310081131,1.38,-1.11,-1.74,0.06,-0.44,-2.15531085,-3.236653853,-0.176446804,-0.074529476,-0.648154468
10/15/2018,-0.44663702,-0.48,1,0.52,0.39,0.5,1.310081131,-2.15531085,-3.236653853,-0.176446804,-0.074529476
10/16/2018,2.178728085,2.24,0.56,-1.44,-0.23,-0.69,-0.44663702,1.310081131,-2.15531085,-3.236653853,-0.176446804
10/17/2018,-0.027831939,-0.08,-0.61,0.25,-0.24,0.17,2.178728085,-0.44663702,1.310081131,-2.15531085,-3.236653853
10/18/2018,-1.457006872,-1.54,-0.53,0.43,-0.34,0.36,-0.027831939,2.178728085,-0.44663702,1.310081131,-2.15531085
10/19/2018,-0.26138766,-0.25,-1.26,0.72,0.45,0.59,-1.457006872,-0.027831939,2.178728085,-0.44663702,1.310081131
10/22/2018,-0.396997629,-0.38,0.35,-1.25,1.11,-0.17,-0.26138766,-1.457006872,-0.027831939,2.178728085,-0.44663702
10/23/2018,-0.591270692,-0.62,-0.18,-0.41,0.11,-0.09,-0.396997629,-0.26138766,-1.457006872,-0.027831939,2.178728085
10/24/2018,-3.157340807,-3.33,-0.82,0.77,0.32,1.26,-0.591270692,-0.396997629,-0.26138766,-1.457006872,-0.027831939
10/25/2018,1.862902658,1.93,0.28,-0.59,-0.18,-1.12,-3.157340807,-0.591270692,-0.396997629,-0.26138766,-1.457006872
10/26/2018,-1.744989227,-1.65,0.58,0.35,-0.34,0.49,1.862902658,-3.157340807,-0.591270692,-0.396997629,-0.26138766
10/29/2018,-0.553951866,-0.77,-0.1,1.61,-0.01,0.97,-1.744989227,1.862902658,-3.157340807,-0.591270692,-0.396997629
10/30/2018,1.550645312,1.66,0.44,0.07,0.37,0.32,-0.553951866,-1.744989227,1.862902658,-3.157340807,-0.591270692
10/31/2018,1.037419544,1.22,-0.7,-0.73,-0.4,-0.96,1.550645312,-0.553951866,-1.744989227,1.862902658,-3.157340807
11/1/2018,1.126712053,1.29,1.23,-1.14,-0.24,-0.47,1.037419544,1.550645312,-0.553951866,-1.744989227,1.862902658
11/2/2018,-0.407591273,-0.53,0.84,0.67,-0.46,0.23,1.126712053,1.037419544,1.550645312,-0.553951866,-1.744989227
11/5/2018,0.486060931,0.4,-0.88,1.56,-0.5,0.76,-0.407591273,1.126712053,1.037419544,1.550645312,-0.553951866
11/6/2018,0.568816623,0.58,-0.14,0.02,0.3,0.21,0.486060931,-0.407591273,1.126712053,1.037419544,1.550645312
11/7/2018,2.021405379,2.11,-0.53,-1.06,-0.39,-0.82,0.568816623,0.486060931,-0.407591273,1.126712053,1.037419544
11/8/2018,-0.19476281,-0.28,-0.16,0.25,0.4,0.34,2.021405379,0.568816623,0.486060931,-0.407591273,1.126712053
